Format Version,1.23,Take Name,Take 2021-08-17 09.55.36 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-08-17 09.55.36.581 ,Capture Start Frame,136643,Total Frames in Take,2825,Total Exported Frames,2825,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,"RigidBody:Marker1","RigidBody:Marker1","RigidBody:Marker1","RigidBody:Marker2","RigidBody:Marker2","RigidBody:Marker2","RigidBody:Marker3","RigidBody:Marker3","RigidBody:Marker3","RigidBody:Marker4","RigidBody:Marker4","RigidBody:Marker4","RigidBody:Marker5","RigidBody:Marker5","RigidBody:Marker5","RigidBody:Marker6","RigidBody:Marker6","RigidBody:Marker6",RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker6,RigidBody:Marker6,RigidBody:Marker6
,ID,"1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","1283CD90FE9911EB26E9B7E4F9CCA5AE","C3F60","C3F60","C3F60","C4020","C4020","C4020","C3F80","C3F80","C3F80","C3FC0","C3FC0","C3FC0","C3FA0","C3FA0","C3FA0","C3FB0","C3FB0","C3FB0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.037692,-0.011649,0.534790,-0.844064,247.160843,-21.412106,658.634094,247.326706,-21.476866,658.792908,220.078430,31.572714,628.728455,182.359558,107.858536,665.711426,169.696930,41.503021,633.091736,249.290146,59.077553,665.888916,119.922165,32.778957,642.039124,247.125000,-21.340988,658.635864,220.752090,31.505249,628.543335,182.245209,107.478729,666.536865,169.614258,41.335514,633.966431,249.327347,59.318199,665.066895,119.705650,32.655914,642.666443
1,0.008333,-0.037942,-0.011736,0.534788,-0.844053,247.164841,-21.412033,658.664673,247.330673,-21.476877,658.823486,220.086411,31.588394,628.783020,182.363647,107.855453,665.800781,169.704468,41.516823,633.145386,249.293900,59.073860,665.961182,119.928551,32.788513,642.082336,247.123077,-21.320881,658.636963,220.754364,31.515793,628.591980,182.246933,107.462257,666.642822,169.619400,41.376770,633.974548,249.326553,59.313763,665.112549,119.711937,32.674305,642.681091
2,0.016667,-0.038227,-0.011932,0.534777,-0.844044,247.161850,-21.410463,658.654236,247.327698,-21.475414,658.812988,220.081757,31.610161,628.810059,182.358582,107.850891,665.881470,169.699753,41.534683,633.180481,249.289658,59.070393,666.006470,119.924217,32.799332,642.112549,247.130875,-21.336733,658.665283,220.750259,31.529665,628.628479,182.235855,107.468758,666.697876,169.620132,41.387726,634.033142,249.316376,59.317047,665.144714,119.710213,32.688568,642.710388
3,0.025000,-0.038453,-0.012046,0.534758,-0.844044,247.161072,-21.412756,658.670593,247.326904,-21.477781,658.829407,220.080627,31.621933,628.851685,182.352921,107.842712,665.959595,169.698044,41.542503,633.224609,249.285706,59.064480,666.063416,119.922356,32.800926,642.149780,247.121490,-21.326841,658.645996,220.752930,31.551208,628.664490,182.228821,107.470177,666.744568,169.613220,41.392059,634.073669,249.325470,59.294701,665.245178,119.701172,32.683262,642.749268
4,0.033333,-0.038586,-0.012116,0.534737,-0.844050,247.163376,-21.407215,658.681458,247.329208,-21.472281,658.840210,220.081314,31.635218,628.877808,182.349213,107.843117,666.007629,169.698181,41.552200,633.252380,249.284195,59.067867,666.098511,119.922684,32.805695,642.173645,247.123352,-21.327274,658.664856,220.749191,31.572197,628.652771,182.230347,107.456619,666.834534,169.611511,41.404457,634.098877,249.311554,59.321949,665.225281,119.705505,32.687176,642.778931
5,0.041667,-0.038794,-0.012316,0.534737,-0.844038,247.161530,-21.394445,658.636963,247.327377,-21.459600,658.795715,220.076233,31.664961,628.866577,182.348785,107.851997,666.043884,169.693665,41.579693,633.252625,249.283569,59.076412,666.099365,119.919151,32.828369,642.174744,247.138763,-21.334574,658.688782,220.746063,31.606291,628.647095,182.223419,107.475540,666.835022,169.597061,41.443504,634.059509,249.318375,59.305161,665.268066,119.704941,32.710621,642.787598
6,0.050000,-0.038895,-0.012453,0.534724,-0.844039,247.171448,-21.402342,658.657349,247.337326,-21.467543,658.816040,220.080765,31.665630,628.907104,182.355347,107.839630,666.113281,169.698395,41.577293,633.302429,249.291748,59.066235,666.145081,119.925247,32.821484,642.227905,247.140106,-21.334398,658.680115,220.759872,31.582922,628.750549,182.230484,107.461845,666.881409,169.606567,41.445126,634.119568,249.321640,59.312763,665.289246,119.708733,32.701420,642.846252
7,0.058333,-0.039006,-0.012568,0.534779,-0.843998,247.172058,-21.398451,658.649658,247.337936,-21.463724,658.808289,220.086014,31.682358,628.918091,182.373672,107.849731,666.151062,169.705307,41.599316,633.320618,249.303589,59.067497,666.162231,119.931725,32.847309,642.247314,247.133453,-21.313259,658.639282,220.757629,31.620625,628.715820,182.251526,107.454712,666.985779,169.614883,41.454826,634.137146,249.333206,59.313210,665.289490,119.719162,32.735428,642.869324
8,0.066667,-0.039067,-0.012666,0.534810,-0.843974,247.180756,-21.400568,658.668884,247.346649,-21.465885,658.827454,220.095383,31.688370,628.951172,182.392303,107.850624,666.203979,169.715836,41.607979,633.360962,249.318756,59.063648,666.198059,119.942589,32.857624,642.291016,247.138474,-21.309685,658.631165,220.774170,31.612780,628.789490,182.272430,107.466293,667.002625,169.618011,41.464970,634.174072,249.346710,59.310196,665.340332,119.732117,32.740547,642.916504
9,0.075000,-0.039285,-0.012780,0.534912,-0.843897,247.171646,-21.402529,658.672546,247.337524,-21.467964,658.831177,220.100555,31.707846,628.980225,182.415482,107.861259,666.269226,169.723389,41.637959,633.393372,249.329681,59.057438,666.241394,119.947624,32.895744,642.317505,247.132523,-21.321484,658.661865,220.776535,31.636879,628.797791,182.298248,107.468910,667.087646,169.621017,41.513081,634.161804,249.367081,59.293659,665.421326,119.734779,32.775913,642.946655
10,0.083333,-0.039041,-0.012462,0.534845,-0.843956,247.202240,-21.379412,658.802795,247.368088,-21.444702,658.961487,220.131241,31.704340,629.062744,182.423676,107.879951,666.283752,169.751236,41.629887,633.454163,249.345535,59.086590,666.311646,119.974342,32.886589,642.370850,247.169724,-21.302095,658.806946,220.803436,31.643946,628.862000,182.299469,107.494881,667.077515,169.656891,41.488289,634.255676,249.386551,59.311813,665.514282,119.756195,32.789040,642.961853
11,0.091667,-0.038947,-0.011805,0.534685,-0.844071,247.257950,-21.348082,659.021484,247.423645,-21.413177,659.180420,220.199173,31.700510,629.207642,182.427338,107.895355,666.323975,169.811279,41.612499,633.538879,249.365891,59.125141,666.462646,120.028290,32.859798,642.412170,247.239746,-21.283945,659.061707,220.867615,31.647034,628.971863,182.305969,107.514122,667.096863,169.713577,41.480911,634.329468,249.394409,59.347984,665.661316,119.809097,32.753433,643.013855
12,0.100000,-0.038761,-0.011168,0.534559,-0.844168,247.306946,-21.306259,659.276550,247.472519,-21.371153,659.435608,220.260239,31.705111,629.385681,182.434692,107.926697,666.392151,169.865845,41.607655,633.662170,249.386368,59.174911,666.639160,120.077370,32.850220,642.500000,247.285477,-21.241003,659.310730,220.929779,31.654890,629.135803,182.317841,107.536331,667.199402,169.771484,41.473286,634.440063,249.435211,59.372665,665.936646,119.850967,32.748569,643.104553
13,0.108333,-0.038644,-0.010622,0.534434,-0.844259,247.358994,-21.272182,659.570374,247.524460,-21.336906,659.729736,220.322281,31.708448,629.616089,182.446503,107.948944,666.532104,169.921814,41.600853,633.844116,249.410980,59.215302,666.871399,120.128571,32.837048,642.648621,247.338257,-21.205086,659.608459,220.991013,31.649609,629.373962,182.318817,107.563492,667.315613,169.813644,41.507450,634.530640,249.456055,59.411663,666.153259,119.915817,32.725655,643.282837
14,0.116667,-0.038267,-0.009899,0.534218,-0.844422,247.410782,-21.209507,659.888611,247.576141,-21.273922,660.048157,220.373215,31.715319,629.836548,182.429138,107.989449,666.612732,169.964371,41.588940,634.008423,249.417175,59.289246,667.077271,120.168045,32.813141,642.783569,247.389740,-21.137199,659.922546,221.040207,31.664066,629.570984,182.307312,107.599815,667.431213,169.869568,41.481056,634.716675,249.466263,59.469059,666.400940,119.948067,32.695770,643.442566
15,0.125000,-0.038033,-0.009053,0.534042,-0.844553,247.456268,-21.167273,660.263550,247.621460,-21.231419,660.423340,220.434723,31.708069,630.110168,182.417938,108.015755,666.741333,170.017212,41.568054,634.208801,249.423721,59.341549,667.349487,120.213745,32.784863,642.935852,247.440781,-21.108046,660.337646,221.087662,31.687920,629.764099,182.304550,107.608032,667.610413,169.910873,41.475960,634.881592,249.470535,59.524982,666.658630,119.997887,32.675426,643.570007
16,0.133333,-0.037982,-0.008634,0.533982,-0.844598,247.472565,-21.121872,660.566956,247.637680,-21.185913,660.726929,220.464584,31.734102,630.367432,182.414597,108.056831,666.932739,170.043198,41.590252,634.427612,249.425766,59.390968,667.611084,120.235039,32.805786,643.126587,247.449493,-21.046221,660.609375,221.119553,31.719633,630.002686,182.303238,107.638634,667.818054,169.952744,41.468647,635.173035,249.475494,59.561565,666.966248,120.015938,32.707447,643.766602
17,0.141667,-0.037898,-0.008049,0.533970,-0.844615,247.471741,-21.088682,660.946045,247.636688,-21.152601,661.106201,220.491272,31.744234,630.681702,182.408890,108.095238,667.154114,170.066330,41.603790,634.688904,249.419128,59.429543,667.930115,120.250282,32.826283,643.349854,247.449127,-21.003649,660.970093,221.138779,31.734732,630.299316,182.282578,107.682732,667.988831,169.973694,41.489452,635.446350,249.458344,59.612656,667.219360,120.036415,32.738934,643.951965
18,0.150000,-0.037767,-0.007405,0.533994,-0.844612,247.456009,-21.037901,661.341431,247.620804,-21.101686,661.501770,220.508881,31.769850,631.003540,182.398849,108.157356,667.370544,170.081039,41.637501,634.954163,249.403976,59.486465,668.254089,120.256065,32.872288,643.576050,247.422989,-20.940050,661.325378,221.155487,31.769287,630.629395,182.283035,107.747650,668.203979,169.992157,41.501385,635.752869,249.432739,59.686073,667.505920,120.047981,32.763718,644.226318
19,0.158333,-0.037506,-0.006937,0.534059,-0.844587,247.440353,-20.988752,661.787598,247.605057,-21.052416,661.948059,220.517532,31.795025,631.386475,182.402008,108.223091,667.662292,170.089386,41.674896,635.302185,249.398438,59.541733,668.625610,120.258568,32.926186,643.906982,247.398087,-20.871473,661.722717,221.176697,31.772175,631.076172,182.279221,107.813293,668.514282,170.004303,41.507690,636.136536,249.428986,59.735100,667.877747,120.049858,32.856503,644.475830
20,0.166667,-0.037570,-0.006127,0.534137,-0.844540,247.400101,-20.935440,662.300293,247.564575,-20.999023,662.461121,220.533646,31.831905,631.820862,182.384903,108.296577,667.984558,170.102341,41.726955,635.656982,249.368027,59.599720,669.080322,120.257156,32.996826,644.197144,247.360413,-20.841032,662.271851,221.195831,31.830624,631.487793,182.266418,107.896500,668.789612,170.017960,41.536022,636.528931,249.396027,59.804298,668.332336,120.044014,32.916321,644.794739
21,0.175000,-0.037749,-0.005407,0.534128,-0.844543,247.359802,-20.862772,662.817017,247.524017,-20.926285,662.978027,220.538284,31.891338,632.275146,182.341583,108.374298,668.349304,170.102005,41.790062,636.035706,249.321243,59.675461,669.562195,120.244514,33.065788,644.509644,247.304688,-20.754635,662.738770,221.226166,31.851702,632.033813,182.227188,107.982162,669.160645,170.000366,41.614002,636.883423,249.351334,59.886574,668.822937,120.040031,32.965157,645.140564
22,0.183333,-0.038330,-0.004678,0.534047,-0.844572,247.328476,-20.785910,663.364197,247.492416,-20.849438,663.525513,220.558197,31.971481,632.783081,182.286438,108.443199,668.801575,170.113998,41.864147,636.451843,249.268890,59.751179,670.129150,120.241745,33.132950,644.831482,247.284286,-20.706722,663.335754,221.240982,31.926189,632.528259,182.165756,108.085770,669.526367,169.999130,41.703384,637.280762,249.316895,59.940369,669.496277,120.041931,33.029823,645.438782
23,0.191667,-0.038549,-0.003605,0.533935,-0.844639,247.289948,-20.685684,664.013367,247.453552,-20.749058,664.175110,220.573303,32.043102,633.336182,182.214142,108.536095,669.216187,170.119919,41.929672,636.893555,249.202271,59.856991,670.719482,120.232079,33.196148,645.177429,247.242111,-20.596102,663.967468,221.260162,31.991369,633.104004,182.100754,108.174423,669.977356,169.996490,41.780003,637.679504,249.254333,60.030708,670.114563,120.035294,33.085411,645.792358
24,0.200000,-0.038763,-0.002427,0.533790,-0.844724,247.240891,-20.574186,664.665649,247.404160,-20.637375,664.827759,220.579987,32.120419,633.881409,182.122314,108.636368,669.606812,170.116394,41.997860,637.317322,249.118729,59.974979,671.303406,120.212318,33.259617,645.497681,247.179245,-20.452726,664.563538,221.263596,32.080158,633.627380,182.019928,108.271553,670.387268,169.998901,41.837307,638.175293,249.168076,60.139545,670.694458,120.012894,33.143787,646.090942
25,0.208333,-0.038627,-0.001354,0.533637,-0.844830,247.181396,-20.445623,665.355835,247.344421,-20.508539,665.518433,220.557144,32.198639,634.454041,182.017502,108.752731,670.008911,170.085007,42.066193,637.791443,249.024948,60.113178,671.885315,120.169746,33.324806,645.900085,247.122375,-20.352474,665.331055,221.254562,32.142296,634.281250,181.899109,108.403267,670.705444,169.969833,41.907471,638.684143,249.075775,60.298157,671.183899,119.963936,33.208363,646.452271
26,0.216667,-0.038507,-0.000313,0.533483,-0.844934,247.113647,-20.343443,666.094238,247.276413,-20.406097,666.257080,220.524933,32.252155,635.079163,181.904755,108.841904,670.469421,170.044540,42.109379,638.320618,248.923111,60.224438,672.520203,120.118591,33.364155,646.358765,247.061249,-20.262917,666.104492,221.237350,32.172501,634.972900,181.789719,108.492889,671.187561,169.929092,41.911095,639.291443,248.946701,60.435856,671.704895,119.916786,33.269363,646.845398
27,0.225000,-0.038536,0.000728,0.533353,-0.845014,247.027023,-20.239788,666.824829,247.189514,-20.302231,666.988037,220.482346,32.316639,635.705750,181.781357,108.935387,670.944702,169.993973,42.165882,638.845886,248.806808,60.335323,673.168030,120.055603,33.417927,646.803528,246.982193,-20.180988,666.885193,221.190613,32.252937,635.534302,181.660950,108.594208,671.615784,169.870148,41.984947,639.862183,248.838120,60.550961,672.369629,119.854355,33.332138,647.233704
28,0.233333,-0.038785,0.001537,0.533197,-0.845100,246.938599,-20.147106,667.486145,247.100845,-20.209429,667.649597,220.429672,32.387554,636.299927,181.648224,109.010689,671.440796,169.933304,42.223320,639.352539,248.684250,60.431370,673.796143,119.984474,33.464195,647.232056,246.900040,-20.121826,667.614502,221.153793,32.328491,636.109436,181.516968,108.661629,672.188477,169.814621,42.028786,640.332825,248.717743,60.667065,672.956604,119.776489,33.381828,647.708862
29,0.241667,-0.039002,0.002559,0.533104,-0.845146,246.828644,-20.046137,668.239746,246.990555,-20.108320,668.403625,220.374435,32.462437,636.963318,181.514328,109.106148,671.972168,169.870941,42.293964,639.909546,248.551727,60.537121,674.494568,119.907829,33.534199,647.697205,246.785309,-19.999296,668.335999,221.092819,32.430412,636.672241,181.360184,108.750557,672.705078,169.769608,42.079712,640.910095,248.591660,60.741901,673.715576,119.698570,33.470467,648.199036
30,0.250000,-0.039181,0.003732,0.532905,-0.845259,246.737991,-19.933655,669.037537,246.899582,-19.995621,669.201782,220.333191,32.535248,637.652893,181.368607,109.198196,672.503113,169.819778,42.351089,640.479126,248.417999,60.656166,675.218811,119.842949,33.580475,648.165833,246.659988,-19.822283,668.955261,221.044525,32.515347,637.357178,181.230423,108.816170,673.303833,169.728226,42.116268,641.446411,248.479156,60.830040,674.581848,119.624352,33.531368,648.677979
31,0.258333,-0.039247,0.004950,0.532621,-0.845429,246.647598,-19.814003,669.882446,246.808853,-19.875681,670.047180,220.280670,32.602119,638.378052,181.197861,109.284729,673.052063,169.755753,42.392632,641.083862,248.268707,60.784134,675.970337,119.767487,33.602863,648.673584,246.546844,-19.659519,669.696960,221.006104,32.560421,638.179199,181.068451,108.900269,673.865662,169.643829,42.188450,641.951172,248.357681,60.918686,675.447083,119.548157,33.548553,649.178833
32,0.266667,-0.039622,0.005754,0.532289,-0.845615,246.573059,-19.689800,670.653015,246.734085,-19.751326,670.818115,220.225677,32.700302,639.089050,181.027359,109.363808,673.674866,169.689148,42.456062,641.702393,248.126862,60.910927,676.724426,119.693565,33.633060,649.205017,246.490021,-19.570038,670.550110,220.964020,32.654663,638.963379,180.891937,108.994492,674.420776,169.578827,42.239830,642.557434,248.203018,61.062748,676.139465,119.469383,33.583752,649.715881
33,0.275000,-0.039863,0.006907,0.532003,-0.845776,246.479309,-19.552668,671.500000,246.639984,-19.613962,671.665405,220.172653,32.796062,639.833557,180.854126,109.466194,674.267944,169.624954,42.525337,642.326294,247.974030,61.053951,677.507385,119.617805,33.680283,649.725037,246.387222,-19.437603,671.382629,220.919891,32.753315,639.701782,180.724533,109.097954,675.033203,169.533142,42.268562,643.298706,248.043381,61.240334,676.841736,119.370705,33.635540,650.179321
34,0.283333,-0.040148,0.008051,0.531759,-0.845905,246.360260,-19.428637,672.403687,246.520599,-19.489733,672.569519,220.100983,32.884216,640.638855,180.669434,109.561829,674.926941,169.543289,42.591938,643.010132,247.804199,61.183136,678.354065,119.523659,33.729229,650.302612,246.273819,-19.314508,672.311157,220.868393,32.805344,640.569763,180.539764,109.229912,675.615540,169.464340,42.354786,644.038940,247.870117,61.348942,677.722412,119.263489,33.643860,650.797607
35,0.291667,-0.041019,0.008981,0.531669,-0.845911,246.213257,-19.342779,673.234436,246.373184,-19.403940,673.400696,220.028595,32.982849,641.429077,180.503693,109.640106,675.655151,169.464172,42.684540,643.678223,247.634415,61.266258,679.227295,119.427261,33.813492,650.841064,246.151886,-19.289894,673.270996,220.797256,32.874355,641.442383,180.362488,109.339073,676.233276,169.392105,42.477867,644.662109,247.689758,61.462624,678.528442,119.162056,33.700935,651.372559
36,0.300000,-0.041388,0.010174,0.531428,-0.846030,246.090012,-19.223835,674.115295,246.249557,-19.284817,674.281982,219.959503,33.069233,642.211975,180.317703,109.731438,676.291443,169.385483,42.749943,644.331970,247.460922,61.389748,680.058472,119.335281,33.861385,651.379089,246.033539,-19.193354,674.218506,220.698059,33.015343,642.049988,180.191055,109.400200,676.990479,169.325287,42.526917,645.392334,247.517212,61.595734,679.329346,119.064041,33.760113,651.847717
37,0.308333,-0.041979,0.011361,0.531191,-0.846135,245.955002,-19.119917,674.998108,246.114136,-19.180784,675.165161,219.886978,33.153282,643.011169,180.122208,109.807907,676.964355,169.303360,42.812988,644.994385,247.275803,61.495884,680.922729,119.238403,33.904999,651.911072,245.884888,-19.065874,675.037292,220.599030,33.122414,642.728943,180.014618,109.464157,677.725464,169.244446,42.583458,646.123474,247.360962,61.660732,680.369263,118.965805,33.824947,652.280640
38,0.316667,-0.042154,0.012799,0.531005,-0.846223,245.788757,-18.953897,675.836548,245.947464,-19.014509,676.004089,219.789886,33.271790,643.716003,179.913620,109.956940,677.468811,169.198456,42.919109,645.554016,247.070557,61.669594,681.664307,119.118034,34.005066,652.349976,245.714432,-18.896099,675.882019,220.523331,33.209160,643.544556,179.791641,109.610741,678.239746,169.135147,42.696705,646.636658,247.137009,61.862335,680.978088,118.859161,33.926018,652.747375
39,0.325000,-0.042098,0.014135,0.530751,-0.846363,245.650833,-18.777550,676.690674,245.809204,-18.837831,676.858704,219.699173,33.386787,644.432556,179.712601,110.104889,677.979370,169.099319,43.013332,646.143494,246.882401,61.855339,682.397766,119.008080,34.086353,652.841919,245.542450,-18.679819,676.627380,220.468384,33.280151,644.439148,179.574417,109.763649,678.742859,169.040756,42.770401,647.214600,246.945145,62.079670,681.591980,118.752731,34.001179,653.279175
40,0.333333,-0.042272,0.015691,0.530560,-0.846447,245.511307,-18.646818,677.671814,245.669220,-18.706825,677.840332,219.636261,33.465832,645.268921,179.533051,110.218239,678.597290,169.029022,43.080120,646.823425,246.703781,61.994160,683.271912,118.921562,34.147877,653.392273,245.392273,-18.538054,677.546204,220.400726,33.367714,645.287781,179.403122,109.877106,679.338135,168.979034,42.804855,647.940186,246.743744,62.254456,682.409180,118.671684,34.059879,653.856506
41,0.341667,-0.042619,0.017091,0.530344,-0.846538,245.366577,-18.514374,678.606995,245.524033,-18.574171,678.776001,219.562424,33.559456,646.085388,179.340332,110.327919,679.233032,168.947693,43.157085,647.491638,246.515030,62.132107,684.136719,118.825478,34.212963,653.930603,245.281830,-18.474030,678.616516,220.306198,33.501476,646.030701,179.206085,110.004410,679.870422,168.896027,42.859474,648.587646,246.557358,62.379414,683.379822,118.576805,34.152229,654.385681
42,0.350000,-0.042943,0.018612,0.530138,-0.846619,245.220932,-18.399670,679.644165,245.377914,-18.459232,679.813721,219.495987,33.630917,646.990845,179.152817,110.422356,679.937561,168.874359,43.214062,648.238342,246.327911,62.253078,685.090210,118.736252,34.261032,654.539856,245.158386,-18.383425,679.749817,220.258194,33.534019,647.007568,179.012466,110.109741,680.534119,168.817871,42.948647,649.362183,246.348434,62.516743,684.227234,118.480583,34.207024,654.917908
43,0.358333,-0.043339,0.020008,0.529918,-0.846705,245.070160,-18.255512,680.599854,245.226700,-18.314880,680.769897,219.418091,33.738819,647.831665,178.955261,110.542847,680.601807,168.789719,43.304710,648.929504,246.132950,62.402103,685.982361,118.637413,34.338783,655.098022,245.016312,-18.216516,680.674988,220.210968,33.592907,647.914429,178.794083,110.275856,681.098511,168.735382,43.033024,650.091125,246.168625,62.589840,685.303223,118.361488,34.340565,655.339355
44,0.366667,-0.043297,0.021496,0.529603,-0.846867,244.925858,-18.077684,681.520203,245.081985,-18.136679,681.690735,219.325958,33.846924,648.601074,178.737625,110.682442,681.141296,168.689545,43.385521,649.556519,245.929153,62.589428,686.770142,118.527145,34.401081,655.614929,244.822235,-17.968552,681.441528,220.113495,33.732628,648.558289,178.574402,110.395134,681.763672,168.642090,43.091633,650.803772,245.994781,62.749012,686.140076,118.264908,34.371471,655.917969
45,0.375000,-0.043186,0.022840,0.529413,-0.846957,244.780624,-17.957012,682.452026,244.936417,-18.015682,682.622986,219.236938,33.906319,649.392822,178.555374,110.782547,681.719849,168.595764,43.431324,650.222839,245.748718,62.718838,687.572754,118.422958,34.441772,656.186951,244.657913,-17.843140,682.368958,220.025192,33.815659,649.299744,178.399078,110.485718,682.376648,168.548340,43.166153,651.460510,245.797119,62.926315,686.779358,118.170197,34.327084,656.660461
46,0.383333,-0.042817,0.024340,0.529160,-0.847092,244.642914,-17.826336,683.440063,244.798355,-17.884554,683.611511,219.148987,33.952034,650.209717,178.364929,110.882950,682.276550,168.502106,43.457211,650.908691,245.565765,62.861176,688.382446,118.320305,34.459545,656.784241,244.508118,-17.727877,683.337646,219.916946,33.900375,650.006836,178.220993,110.573776,682.933167,168.464798,43.160885,652.234558,245.629532,63.087486,687.654236,118.065704,34.328022,657.286194
47,0.391667,-0.042683,0.025945,0.528991,-0.847156,244.471161,-17.695189,684.412292,244.626175,-17.753042,684.584290,219.052673,34.013233,651.015686,178.169800,110.997528,682.827515,168.402176,43.509010,651.565186,245.364532,63.001930,689.200500,118.207214,34.512127,657.328186,244.315857,-17.584303,684.251465,219.824493,33.949326,650.871887,178.014221,110.714638,683.408203,168.359070,43.218800,652.862122,245.462204,63.205280,688.581238,117.959663,34.366241,657.849792
48,0.400000,-0.042115,0.027984,0.528804,-0.847236,244.296097,-17.538998,685.447632,244.450623,-17.596283,685.620178,218.963364,34.059261,651.816284,177.974548,111.134636,683.269287,168.309662,43.546413,652.190857,245.160080,63.172935,689.985291,118.100136,34.557453,657.838196,244.143250,-17.431738,685.303406,219.699493,34.032341,651.605530,177.832184,110.832115,683.953796,168.278381,43.232899,653.499023,245.277924,63.350811,689.425659,117.847511,34.450893,658.243164
49,0.408333,-0.041374,0.030223,0.528496,-0.847388,244.153900,-17.370346,686.564941,244.307938,-17.426928,686.738220,218.900085,34.093140,652.668762,177.781769,111.264091,683.715698,168.241241,43.558418,652.855347,244.968063,63.358009,690.810181,118.018852,34.567135,658.383545,244.016800,-17.251423,686.406311,219.614197,34.063160,652.461365,177.643326,110.975960,684.378662,168.221039,43.238430,654.142212,245.080215,63.497326,690.342896,117.764931,34.498169,658.712097
50,0.416667,-0.040534,0.032879,0.528111,-0.847570,244.008347,-17.191439,687.777771,244.161789,-17.247190,687.951782,218.848770,34.112221,653.570740,177.574219,111.391052,684.138245,168.184235,43.548748,653.532837,244.761383,63.554764,691.681274,117.947159,34.551956,658.916870,243.883423,-17.077312,687.635254,219.572937,34.046513,653.478027,177.432938,111.112762,684.778992,168.175812,43.220619,654.791870,244.842331,63.714191,691.136292,117.692017,34.507893,659.223450
51,0.425000,-0.039672,0.035515,0.527765,-0.847720,243.864853,-17.011736,688.971619,244.017670,-17.066669,689.146484,218.803864,34.132942,654.455505,177.384216,111.522003,684.544128,168.135406,43.544823,654.196167,244.566269,63.750790,692.532043,117.883621,34.546940,659.439026,243.755951,-16.953266,688.969299,219.544159,34.046604,654.425964,177.247482,111.233948,685.232178,168.112122,43.251842,655.385559,244.605225,63.988194,691.732300,117.633087,34.489002,659.746887
