time,pose matrix
0.0
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.0
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.05
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.002
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.1
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.004
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.15000000000000002
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.006
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.2
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.008
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.25
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.01
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.30000000000000004
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.012
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.35000000000000003
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.014
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.4
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.016
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.45
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.018000000000000002
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.5
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.02
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.55
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.022
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.6000000000000001
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.024
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.65
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.026000000000000002
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.7000000000000001
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.028
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.75
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.03
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.8
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.032
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.8500000000000001
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.034
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.9
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.036000000000000004
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
0.9500000000000001
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.038
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
1.0
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.04
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
1.05
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.042
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
1.1
999,1.0,0.0,0.0,0.0
999,0.0,1.0,0.0,0.044
999,0.0,0.0,1.0,0.0
999,0.0,0.0,0.0,1.0
1.1500000000000001
