Invariant Parameters
w_rot,1
N_iter,200
inv_type,timebased
w_deriv,[0.001 0.001 0.001 0.01  0.001 0.001]
h,0.04950495049504951
w_abs,[1.e-10 1.e-10 1.e-10 1.e-10]
w_pos,1
END
U1,U2,U3,U4,U5,U6
0.00017991927161483602,7.230479299029573,-0.0086397424323521,0.0404000000049692,9.035842375006985e-31,-4.5874815517873306e-05
0.00017999008753431973,7.230482569665258,-0.008639615456099007,0.0404000000025991,8.859724455421906e-31,-4.5874941414526136e-05
0.00018004543311080513,7.230485749937102,-0.008639490297260634,0.04040000000096482,8.507353375982354e-31,-4.587507048065172e-05
0.0001800833028755945,7.230488834152267,-0.008639365683520212,0.04040000000008457,8.008778163675655e-31,-4.587520257371132e-05
0.00018010487520180764,7.230491817177226,-0.008639240653547424,0.04039999999974017,7.393310302314149e-31,-4.587533754509397e-05
0.00018011319567376373,7.230494694395199,-0.00863911473557353,0.04039999999969274,6.689020362329272e-31,-4.587547524007146e-05
0.0001801120588238861,7.230497461666768,-0.00863898806726845,0.04039999999976713,5.922318231240253e-31,-4.587561549777827e-05
0.0001801051931975444,7.230500115292961,-0.008638861438947853,0.0403999999998635,5.1176161414956195e-31,-4.587575815121929e-05
0.00018009576578524169,7.230502651980169,-0.008638736251744718,0.04039999999993912,4.297071963058906e-31,-4.587590302730849e-05
0.00018008614322666258,7.230505068806445,-0.008638614393430681,0.040399999999984657,3.480408776599881e-31,-4.58760499469418e-05
0.00018007782986044496,7.23050736318892,-0.0086384980456037,0.04040000000000574,2.684805564089074e-31,-4.587619872510759e-05
0.00018007153323087207,7.230509532852219,-0.008638389445463386,0.04040000000001168,1.924852938941032e-31,-4.5876349171038504e-05
0.00018006733503881427,7.230511575797859,-0.00863829063204226,0.040400000000010365,1.2125671718381788e-31,-4.587650108840825e-05
0.00018006493625469437,7.2305134902747445,-0.008638203209558609,0.04040000000000682,5.574553343838799e-32,-4.5876654275577414e-05
0.00018006390657778105,7.230515274750897,-0.0086381281590796,0.04040000000000351,-3.337583995837826e-33,-4.587680852589245e-05
0.0001800638584474934,7.230516927886611,-0.008638065723975658,0.04040000000000125,-5.550748118297382e-32,-4.5876963628042025e-05
0.00018006450672174707,7.230518448509201,-0.00863801538546356,0.04040000000000003,-1.0048711113171832e-31,-4.587711936647529e-05
0.00018006563835393523,7.230519835589539,-0.008637975932999363,0.04039999999999958,-1.381879261975774e-31,-4.5877275521886605e-05
0.00018006705441300872,7.230521088220511,-0.008637945621951216,0.040399999999999554,-1.686887392576902e-31,-4.587743187177154e-05
0.00018006853847264058,7.2305222055975324,-0.008637922399423953,0.0403999999999997,-1.9221366916857395e-31,-4.587758819105901e-05
0.00018006986860655285,7.2305231870012845,-0.008637904169996964,0.04039999999999985,-2.091097305191122e-31,-4.587774425282457e-05
0.0001800708558972914,7.230524031782804,-0.008637889067580702,0.04039999999999995,-2.198245486689422e-31,-4.587789982910059e-05
0.00018007138112373266,7.230524739351017,-0.008637875698502858,0.04039999999999998,-2.2488466717266494e-31,-4.5878054691796885e-05
0.00018007141224486391,7.230525309162859,-0.008637863324389598,0.04039999999999994,-2.2487479282754227e-31,-4.5878208613184876e-05
0.0001800710006316653,7.2305257407160255,-0.008637851961053208,0.04039999999999986,-2.204183116688016e-31,-4.587836136595836e-05
0.00018007026088288512,7.230526033544495,-0.008637842380397444,0.04039999999999975,-2.121592876584292e-31,-4.587851272336456e-05
0.00018006933902819984,7.230526187216872,-0.008637836014896318,0.04039999999999963,-2.0074612845310497e-31,-4.587866245941045e-05
0.00018006837665533897,7.230526201337645,-0.008637834776839956,0.040399999999999554,-1.8681704659662144e-31,-4.587881034914944e-05
0.0001800674873498515,7.230526075551394,-0.008637840815571743,0.04039999999999963,-1.709873929620556e-31,-4.587895616905354e-05
0.00018006676618594444,7.230525809550023,-0.008637856243926769,0.0404000000000001,-1.5383889285708031e-31,-4.58790996974761e-05
0.0001800663415044666,7.2305254030829476,-0.008637882868924019,0.04040000000000129,-1.359107742103118e-31,-4.587924071521041e-05
0.00018006645104236616,7.230524855970337,-0.008637921961048876,0.0404000000000035,-1.1769274189343285e-31,-4.587937900614933e-05
0.0001800674941179409,7.230524168119335,-0.008637974091196272,0.04040000000000678,-9.961972252608005e-32,-4.587951435805122e-05
0.0001800699999041841,7.230523339543239,-0.008638039055355862,0.04040000000001033,-8.206827995583172e-32,-4.58796465634175e-05
0.00018007448184933345,7.230522370383595,-0.008638115895584133,0.040400000000011684,-6.535458278792165e-32,-4.587977542048713e-05
0.00018008121399933576,7.23052126093507,-0.008638203013252263,0.0404000000000058,-4.973379152692457e-32,-4.587990073435328e-05
0.00018009000600601198,7.230520011673124,-0.008638298358713922,0.04039999999998479,-3.5400723706893116e-32,-4.588002231820737e-05
0.0001801000312762001,7.230518623284339,-0.008638399671905106,0.0403999999999393,-2.24916513089309e-32,-4.5880139994513386e-05
0.00018010971484605075,7.230517096699442,-0.008638504742257757,0.04039999999986369,-1.1087086001302669e-32,-4.588025359635846e-05
0.0001801166808709335,7.230515433129092,-0.008638611654405468,0.040399999999767254,-1.2154013996263571e-33,-4.588036296871976e-05
0.00018011780125957666,7.230513634102653,-0.008638718988703553,0.04039999999969277,7.142840490361236e-33,-4.5880467969651834e-05
0.00018010942417537285,7.2305117015101645,-0.008638825952113594,0.040399999999740116,1.4049994577726927e-32,-4.58805684713783e-05
0.0001800878579235117,7.230509637648137,-0.008638932424606042,0.04040000000008444,1.9605997662091545e-32,-4.588066436129161e-05
0.00018005014551017686,7.230507445269768,-0.008639038917541544,0.040400000000964637,2.3942712214921838e-32,-4.588075554286465e-05
0.00017999511959921631,7.230505127640332,-0.008639146451997096,0.0404000000025989,2.7218058799599563e-32,-4.588084193647742e-05
0.00017992469058894931,7.230502688598383,-0.008639256375099894,0.040400000004969024,2.96100375749505e-32,-4.588092348016145e-05
0.000179845272877184,7.230500132623213,-0.008639370139908136,0.04040000000741988,3.131073022742402e-32,-4.588100013026447e-05
0.00017976915334233807,7.230497464908444,-0.008639489078245115,0.04040000000807843,3.2520365186224686e-32,-4.588107186203714e-05
0.0001797154442257199,7.23049469144072,-0.008639614195754148,0.040400000003253125,3.3441521352727067e-32,-4.588113867014327e-05
0.00017971008618935052,7.230491819081259,-0.008639746014470982,0.04039999998727216,3.427353901718936e-32,-4.58812005690946e-05
0.00017978423884668985,7.230488855646349,-0.008639884481039172,0.04039999995366557,3.520720127866712e-32,-4.588125759361034e-05
0.0001799703877489517,7.230485809981265,-0.00864002894937066,0.04039999989908128,3.641974518806088e-32,-4.5881309798901617e-05
0.00018029566602802916,7.230482692020095,-0.008640178236436853,0.040399999831520934,3.807025901695276e-32,-4.5881357260880225e-05
0.00018077223348550127,7.230479512822791,-0.008640330740276632,0.04039999978371776,4.0295520465242694e-32,-4.588140007629043e-05
0.00018138502279590882,7.23047628458045,-0.00864048460152228,0.04039999982969636,4.320633014654671e-32,-4.58814383627623e-05
0.00018207783587336504,7.230473020581192,-0.008640637884718218,0.0404000000964937,4.6884395169119396e-32,-4.588147225878431e-05
0.000182739936893806,7.230469735132771,-0.008640788754010458,0.04040000075290077,5.137981884141764e-32,-4.58815019235927e-05
0.00018319716123005826,7.2304664434453345,-0.00864093561952761,0.0404000019440904,5.670925420525846e-32,-4.588152753697404e-05
0.00018321374021053617,7.23046316148877,-0.0086410772356247,0.040400003630760156,6.285478092640673e-32,-4.588154929897755e-05
0.00018251225251453605,7.230459905854234,-0.008641212739426422,0.04040000529719957,6.976356672632985e-32,-4.588156742953268e-05
0.00018081848852505593,7.230456693666538,-0.008641341626858947,0.04040000553789164,7.734837677149563e-32,-4.5881582167967245e-05
0.00017793728716713323,7.230453542609843,-0.00864146367249535,0.04040000164900395,8.548899019264983e-32,-4.5881593772419365e-05
0.00017386429087083862,7.230450471137225,-0.008641578808038735,0.040399989569193745,9.403458611978485e-32,-4.588160251913737e-05
0.0001689167245777455,7.230447498925069,-0.008641686981030183,0.04039996483236139,1.0280715964711387e-31,-4.588160870170826e-05
0.00016379354977544177,7.230444647586619,-0.008641788019441942,0.04039992552775524,1.1160602777063776e-31,-4.58816126303147e-05
0.00015945040455618293,7.230441941574921,-0.008641881527871315,0.04039987836217958,1.2021347756163013e-31,-4.588161463101344e-05
0.00015695224499188536,7.230439409152253,-0.008641966835753898,0.04039984829304701,1.284015994738129e-31,-4.588161504502787e-05
0.00015757862130433436,7.230437083348034,-0.00864204300784605,0.04039989008935125,1.3594033292252588e-31,-4.5881614228047056e-05
0.00016284021085303285,7.230435002827723,-0.008642108915362373,0.04040009570503454,1.4260672661315816e-31,-4.588161254952326e-05
0.00017503006015222937,7.230433212501558,-0.008642163354657811,0.0404005840428586,1.4819538190500226e-31,-4.5881610391959765e-05
0.00020507165003093563,7.230431764114006,-0.008642205190322357,0.04040145057247129,1.5253000882485139e-31,-4.5881608150519056e-05
0.0002933375274540715,7.230430719150325,-0.008642233500785093,0.04040264765882339,1.5547599685524436e-31,-4.588160623269597e-05
0.0004951037772089777,7.230430154169536,-0.008642247720417015,0.0404037721946196,1.569539137802604e-31,-4.588160505806244e-05
